Tumor_Sample_Barcode	total	cohort
TCGA-24-1425-01A-02W-0553-09	78	OV
TCGA-25-1314-01A-01W-0492-08	78	OV
TCGA-04-1655-01A-01W-0633-09	77	OV
TCGA-24-1417-01A-01W-0549-09	77	OV
TCGA-24-1474-01A-01W-0551-08	77	OV
TCGA-24-1843-01A-01W-0639-09	77	OV
TCGA-29-2432-01A-01D-1526-09	77	OV
TCGA-61-1900-01A-01W-0639-09	77	OV
TCGA-13-1494-01A-01W-0545-08	76	OV
TCGA-29-1769-01A-01W-0639-09	75	OV
TCGA-13-0726-01A-01W-0371-08	74	OV
TCGA-13-1483-01A-01W-0549-09	74	OV
TCGA-25-2391-01A-01W-0799-08	74	OV
TCGA-59-2372-01A-01D-1526-09	74	OV
TCGA-61-1915-01A-01W-0639-09	74	OV
TCGA-13-A5FT-01A-11D-A403-09	73	OV
TCGA-29-1701-01A-01W-0633-09	73	OV
TCGA-29-1783-01A-01W-0633-09	73	OV
TCGA-59-2363-01A-01W-0799-08	73	OV
TCGA-61-2087-01A-01W-0722-08	73	OV
TCGA-04-1651-01A-01W-0639-09	72	OV
TCGA-13-0905-01B-01W-0492-08	72	OV
TCGA-13-1505-01A-01D-0472-01	72	OV
TCGA-24-2260-01A-01W-0722-08	72	OV
TCGA-25-2401-01A-01W-0799-08	72	OV
TCGA-36-2542-01A-01D-1526-09	72	OV
TCGA-13-1499-01A-01W-0549-09	71	OV
TCGA-61-2613-01A-01W-1092-09	71	OV
TCGA-VG-A8LO-01A-11D-A403-09	71	OV
TCGA-04-1648-01A-01W-0639-09	70	OV
TCGA-13-0890-01A-01W-0420-08	70	OV
TCGA-23-1029-01B-01W-0639-09	70	OV
TCGA-24-2030-01A-01W-0722-08	70	OV
TCGA-29-1766-01A-01W-0633-09	70	OV
TCGA-61-1895-01A-01W-0639-09	70	OV
TCGA-61-2008-01A-02W-0722-08	70	OV
TCGA-09-2053-01C-01W-0722-08	69	OV
TCGA-25-2393-01A-01W-0799-08	69	OV
TCGA-30-1891-01A-01W-0699-08	69	OV
TCGA-04-1652-01A-01W-0639-09	68	OV
TCGA-24-1424-01A-01W-0549-09	68	OV
TCGA-25-1315-01A-01W-0494-09	68	OV
TCGA-29-2429-01A-01D-1526-09	68	OV
TCGA-13-2060-01A-01W-0799-08	67	OV
TCGA-13-A5FU-01A-11D-A403-09	67	OV
TCGA-30-1714-01A-02W-0633-09	67	OV
TCGA-61-2000-01A-01W-0722-08	67	OV
TCGA-61-2094-01A-01W-0722-08	67	OV
TCGA-24-1434-01A-01W-0545-08	66	OV
TCGA-29-1762-01A-01W-0633-09	66	OV
TCGA-36-2530-01A-01D-1526-09	66	OV
TCGA-61-1919-01A-01W-0699-08	66	OV
TCGA-61-2102-01A-01W-0722-08	66	OV
TCGA-10-0933-01A-01W-0420-08	65	OV
TCGA-13-1496-01A-01W-0545-08	65	OV
TCGA-24-1418-01A-01W-0549-09	65	OV
TCGA-24-1463-01A-01W-0549-09	65	OV
TCGA-24-1466-01A-01W-0545-08	65	OV
TCGA-61-2104-01A-01W-0722-08	65	OV
TCGA-04-1362-01A-01W-0492-08	64	OV
TCGA-29-1699-01A-01W-0633-09	64	OV
TCGA-29-2427-01A-01W-0799-08	64	OV
TCGA-61-1725-01A-01W-0639-09	64	OV
TCGA-24-2254-01A-01W-0722-08	63	OV
TCGA-31-1959-01A-01W-0699-08	63	OV
TCGA-36-2543-01A-01D-1526-09	63	OV
TCGA-61-1730-01A-01W-0639-09	63	OV
TCGA-61-2611-02A-01W-1092-09	63	OV
TCGA-04-1542-01A-01W-0553-09	62	OV
TCGA-20-1687-01A-01W-0633-09	62	OV
TCGA-24-1103-01A-01W-0488-09	62	OV
TCGA-24-1470-01A-01W-0553-09	62	OV
TCGA-24-1550-01A-01W-0551-08	62	OV
TCGA-42-2591-01A-01D-1526-09	62	OV
TCGA-59-2354-01A-01W-0799-08	62	OV
TCGA-04-1336-01A-01W-0486-08	61	OV
TCGA-24-0982-01A-01W-0486-08	61	OV
TCGA-36-2545-01A-01D-1526-09	61	OV
TCGA-13-1403-01A-01W-0492-08	60	OV
TCGA-25-1329-01A-01W-0492-08	60	OV
TCGA-29-1703-01A-01W-0633-09	60	OV
TCGA-29-1711-01A-01W-0633-09	60	OV
TCGA-30-1856-01A-01W-0639-09	60	OV
TCGA-31-1950-01A-01W-0699-08	60	OV
TCGA-24-1427-01A-01W-0549-09	59	OV
TCGA-29-1785-01A-01W-0633-09	59	OV
TCGA-36-2544-01A-01D-1526-09	59	OV
TCGA-61-1728-01A-01W-0699-08	59	OV
TCGA-23-2081-01A-01W-0722-08	58	OV
TCGA-25-2404-01A-01W-0799-08	58	OV
TCGA-13-1512-01A-01W-0545-08	57	OV
TCGA-20-1685-01A-01W-0633-09	57	OV
TCGA-24-0980-01A-01W-0420-08	57	OV
TCGA-24-1616-01A-01W-0553-09	57	OV
TCGA-25-1319-01A-01D-0452-01	57	OV
TCGA-61-1899-01A-01W-0639-09	57	OV
TCGA-61-2092-01A-01W-0722-08	57	OV
TCGA-13-1411-01A-01W-0492-08	56	OV
TCGA-23-1111-01A-01W-0639-09	56	OV
TCGA-23-2647-01A-01D-1526-09	56	OV
TCGA-29-1688-01A-01W-0633-09	56	OV
TCGA-57-1994-01A-01W-0894-08	56	OV
TCGA-10-0931-01A-01W-0420-08	55	OV
TCGA-13-1489-01A-01W-0549-09	55	OV
TCGA-23-1027-01A-02W-0486-08	55	OV
TCGA-24-2036-01A-01W-0722-08	55	OV
TCGA-61-1906-01A-01W-0639-09	55	OV
TCGA-09-0365-01A-02W-0371-08	54	OV
TCGA-09-1675-01B-01W-0633-09	54	OV
TCGA-13-0910-01A-01W-0420-08	54	OV
TCGA-23-2079-01A-01W-0722-08	54	OV
TCGA-24-1552-01A-01W-0551-08	54	OV
TCGA-24-1842-01A-01W-0639-09	54	OV
TCGA-04-1349-01A-01W-0492-08	53	OV
TCGA-13-1404-01A-01W-0494-09	53	OV
TCGA-23-1113-01A-01W-0486-08	53	OV
TCGA-24-1464-01A-01W-0549-09	53	OV
TCGA-24-2290-01A-01W-0799-08	53	OV
TCGA-29-1695-01A-01W-0633-09	53	OV
TCGA-31-1953-01A-01W-0699-08	53	OV
TCGA-61-1738-01A-01W-0639-09	53	OV
TCGA-04-1516-01A-01D-1526-09	52	OV
TCGA-13-0897-01A-01W-0420-08	52	OV
TCGA-13-0923-01A-01W-0420-08	52	OV
TCGA-13-1482-01A-01W-0549-09	52	OV
TCGA-13-1491-01A-01W-0549-09	52	OV
TCGA-24-1564-01A-01W-0551-08	52	OV
TCGA-36-2548-01A-01D-1526-09	52	OV
TCGA-36-2552-01A-01D-1526-09	52	OV
TCGA-04-1638-01A-01W-0639-09	51	OV
TCGA-13-1405-01A-01W-0494-09	51	OV
TCGA-24-2271-01A-01W-0799-08	51	OV
TCGA-29-1776-01A-01W-0639-09	51	OV
TCGA-61-1903-01A-01W-0639-09	51	OV
TCGA-61-2614-01A-01W-1092-09	51	OV
TCGA-13-2071-01A-02D-1526-09	50	OV
TCGA-24-1430-01A-01W-0545-08	50	OV
TCGA-24-2261-01A-01W-0722-08	50	OV
TCGA-42-2590-01A-01D-1526-09	50	OV
TCGA-25-2399-01A-01W-0799-08	49	OV
TCGA-29-1696-01A-01W-0633-09	49	OV
TCGA-61-1736-01B-01W-0722-08	49	OV
TCGA-04-1348-01A-01W-0492-08	48	OV
TCGA-OY-A56Q-01A-11D-A403-09	48	OV
TCGA-13-0751-01A-01D-0446-08	47	OV
TCGA-23-1030-01A-02W-0486-08	47	OV
TCGA-23-2072-01A-01W-0722-08	47	OV
TCGA-23-2643-01A-01D-1526-09	47	OV
TCGA-24-1413-01A-01W-0494-09	47	OV
TCGA-04-1346-01A-01W-0486-08	46	OV
TCGA-13-1412-01A-01W-0492-08	46	OV
TCGA-24-1419-01A-01W-0545-08	46	OV
TCGA-24-2019-01A-02W-0722-08	46	OV
TCGA-29-1702-01A-01W-0633-09	46	OV
TCGA-29-1778-01A-01W-0639-09	46	OV
TCGA-29-A5NZ-01A-11D-A403-09	46	OV
TCGA-61-1901-01A-01W-0639-09	46	OV
TCGA-10-0935-01A-03W-0421-09	45	OV
TCGA-23-1809-01A-01W-0633-09	45	OV
TCGA-29-1707-01A-01W-0633-09	45	OV
TCGA-29-1768-01A-01W-0633-09	45	OV
TCGA-13-1510-01A-02W-0545-08	44	OV
TCGA-36-2532-01A-01D-1526-09	44	OV
TCGA-61-2002-01A-01W-0722-08	44	OV
TCGA-13-2065-01A-01D-1526-09	43	OV
TCGA-30-1853-01A-02W-0699-08	43	OV
TCGA-30-1862-01A-02W-0699-08	43	OV
TCGA-61-1733-01A-01W-0639-09	43	OV
TCGA-61-1995-01A-01W-0722-08	43	OV
TCGA-13-0904-01A-02W-0420-08	42	OV
TCGA-24-1471-01A-01W-0551-08	42	OV
TCGA-36-2538-01A-01D-1526-09	42	OV
TCGA-61-2101-01A-01W-0722-08	42	OV
TCGA-09-1673-01A-01W-0633-09	41	OV
TCGA-13-1484-01A-01W-0545-08	41	OV
TCGA-13-1504-01A-01W-0545-08	41	OV
TCGA-29-1710-01A-02W-0633-09	41	OV
TCGA-29-1774-01A-01W-0639-09	41	OV
TCGA-WR-A838-01A-12D-A403-09	41	OV
TCGA-24-1551-01A-01W-0551-08	40	OV
TCGA-09-2045-01A-01W-0799-08	39	OV
TCGA-13-0912-01A-01W-0420-08	39	OV
TCGA-24-1603-01A-01W-0551-08	39	OV
TCGA-13-0883-01A-02W-0420-08	38	OV
TCGA-13-0886-01A-01W-0420-08	38	OV
TCGA-42-2593-01A-01D-1764-09	38	OV
TCGA-61-1913-01A-01W-0639-09	38	OV
TCGA-29-2431-01A-01D-1526-09	37	OV
TCGA-13-0913-01A-01W-0420-08	36	OV
TCGA-20-1684-01A-01W-0633-09	36	OV
TCGA-36-2537-01A-01D-1526-09	36	OV
TCGA-04-1644-01B-01D-1526-09	35	OV
TCGA-61-2612-01A-01W-1092-09	35	OV
TCGA-13-0764-01A-03W-0371-08	34	OV
TCGA-13-0804-01A-01W-0372-09	34	OV
TCGA-29-1705-01A-01W-0633-09	34	OV
TCGA-20-0987-01A-02W-0486-08	33	OV
TCGA-29-1694-01A-01W-0633-09	33	OV
TCGA-42-2588-01A-01D-1526-09	33	OV
TCGA-59-2350-01A-01W-0799-08	33	OV
TCGA-61-1741-01A-02W-0639-09	33	OV
TCGA-24-1565-01A-01W-0551-08	32	OV
TCGA-25-2396-01A-01W-0799-08	32	OV
TCGA-61-1911-01A-01W-0639-09	32	OV
TCGA-OY-A56P-01A-12D-A403-09	32	OV
TCGA-24-0970-01B-01W-0486-08	31	OV
TCGA-25-1328-01A-01W-0492-08	31	OV
TCGA-29-1697-01A-01W-0633-09	31	OV
TCGA-61-2016-01A-01W-0722-08	31	OV
TCGA-20-0996-01A-03W-0486-08	30	OV
TCGA-13-0765-01A-01W-0372-09	29	OV
TCGA-13-0794-01A-01W-0371-08	29	OV
TCGA-24-1562-01A-01W-0553-09	29	OV
TCGA-04-1341-01A-01W-0486-08	28	OV
TCGA-09-1670-01A-01W-0633-09	28	OV
TCGA-13-0916-01A-01W-0420-08	28	OV
TCGA-13-0921-01A-01W-0420-08	28	OV
TCGA-25-2409-01A-01W-0799-08	28	OV
TCGA-59-2355-01A-01W-0799-08	28	OV
TCGA-5X-AA5U-01A-11D-A403-09	28	OV
TCGA-13-0805-01A-01W-0371-08	26	OV
TCGA-13-0891-01A-01W-0420-08	26	OV
TCGA-13-1506-01A-01W-0549-09	25	OV
TCGA-36-2551-01A-01D-1526-09	25	OV
TCGA-04-1646-01A-01W-0639-09	24	OV
TCGA-29-1771-01A-01W-0633-09	23	OV
TCGA-09-1672-01A-01W-0633-09	22	OV
TCGA-13-0899-01A-01W-0420-08	21	OV
TCGA-13-1511-01A-01W-0545-08	21	OV
TCGA-13-0768-01A-01W-0371-08	20	OV
TCGA-13-1487-01A-01W-0545-08	20	OV
TCGA-24-1416-01A-01W-0549-09	19	OV
TCGA-25-1312-01A-01W-0492-08	19	OV
TCGA-10-0926-01A-01W-0420-08	18	OV
TCGA-10-0927-01A-02W-0420-08	18	OV
TCGA-13-1495-01A-01W-0545-08	18	OV
TCGA-61-2088-01A-01W-0722-08	18	OV
TCGA-25-1316-01A-01W-0494-09	16	OV
TCGA-25-2408-01A-01W-0799-08	16	OV
TCGA-04-1335-01A-01W-0488-09	15	OV
TCGA-13-1492-01A-01W-0545-08	15	OV
TCGA-04-1353-01A-01D-1526-09	13	OV
TCGA-10-0934-01A-02D-0399-01	13	OV
TCGA-13-0911-01A-01W-0420-08	13	OV
TCGA-24-2038-01A-01W-0722-08	12	OV
TCGA-09-1664-01A-01W-0639-09	10	OV
TCGA-24-1467-01A-01W-0545-08	10	OV
TCGA-13-0714-01A-01W-0371-08	7	OV
TCGA-57-1586-01A-02W-0633-09	7	OV
TCGA-29-2436-01A-01D-1526-09	6	OV
TCGA-09-0364-01A-02W-0371-08	5	OV
TCGA-10-0928-01A-02W-0420-08	5	OV
TCGA-10-0937-01A-02W-0420-08	5	OV
TCGA-36-2540-01A-01D-1526-09	5	OV
TCGA-13-0717-01A-01W-0371-08	2	OV
TCGA-A5-A0G2-01A-11W-A062-09	25116	UCEC
TCGA-AX-A0J0-01A-11D-A117-09	15170	UCEC
TCGA-FI-A2D5-01A-11D-A17D-09	13579	UCEC
TCGA-EO-A22U-01A-11D-A17W-09	13501	UCEC
TCGA-AP-A0LM-01A-11D-A122-09	12953	UCEC
TCGA-AX-A2HC-01A-11D-A17D-09	12697	UCEC
TCGA-EO-A22R-01A-11D-A18P-09	12535	UCEC
TCGA-E6-A1LX-01A-11D-A14G-09	12436	UCEC
TCGA-B5-A3FC-01A-11D-A228-09	11908	UCEC
TCGA-AP-A1DV-01A-21D-A135-09	11817	UCEC
TCGA-AX-A1CE-01A-11D-A135-09	11201	UCEC
TCGA-EO-A3B0-01A-12D-A19Y-09	10719	UCEC
TCGA-AP-A059-01A-21D-A122-09	10625	UCEC
TCGA-A5-A0G1-01A-11D-A122-09	10543	UCEC
TCGA-A5-A1OF-01A-11D-A14G-09	10221	UCEC
TCGA-AP-A1DK-01A-11D-A135-09	9896	UCEC
TCGA-DF-A2KU-01A-11D-A17W-09	9807	UCEC
TCGA-B5-A0JY-01A-11D-A10B-09	9495	UCEC
TCGA-B5-A3FA-01A-11D-A19Y-09	9352	UCEC
TCGA-EO-A22X-01A-11D-A17W-09	9274	UCEC
TCGA-B5-A11E-01A-11D-A10M-09	8859	UCEC
TCGA-BS-A0UV-01A-11D-A10B-09	8818	UCEC
TCGA-A5-A2K5-01A-11D-A17W-09	8351	UCEC
TCGA-BS-A0UF-01A-11D-A10B-09	8253	UCEC
TCGA-AP-A056-01A-11W-A027-09	8124	UCEC
TCGA-AP-A051-01A-21W-A027-09	8094	UCEC
TCGA-AX-A2HD-01A-21D-A17D-09	7675	UCEC
TCGA-DI-A1BU-01A-11D-A135-09	7285	UCEC
TCGA-AJ-A3EL-01A-11D-A20S-09	7259	UCEC
TCGA-AX-A05Z-01A-11W-A027-09	7238	UCEC
TCGA-B5-A1MR-01A-31D-A14G-09	7175	UCEC
TCGA-AX-A06F-01A-11W-A027-09	7104	UCEC
TCGA-D1-A103-01A-11D-A10M-09	6664	UCEC
TCGA-FI-A2D0-01A-11D-A17D-09	6299	UCEC
TCGA-D1-A17Q-01A-11D-A12J-09	5825	UCEC
TCGA-AJ-A3EK-01A-11D-A19Y-09	5591	UCEC
TCGA-B5-A1MX-01A-11D-A142-09	5475	UCEC
TCGA-AX-A0J1-01A-11W-A062-09	5010	UCEC
TCGA-AP-A1E0-01A-11D-A135-09	4759	UCEC
TCGA-EY-A215-01A-11D-A14K-09	4510	UCEC
TCGA-EY-A1GI-01A-11D-A13L-09	4407	UCEC
TCGA-DF-A2KN-01A-11D-A17W-09	4146	UCEC
TCGA-BG-A222-01A-11D-A159-09	4122	UCEC
TCGA-EO-A3AV-01A-12D-A19Y-09	4019	UCEC
TCGA-BK-A6W3-01A-12D-A34Q-09	3873	UCEC
TCGA-E6-A1M0-01A-11D-A142-09	3402	UCEC
TCGA-EO-A3AY-01A-12D-A19Y-09	3326	UCEC
TCGA-AJ-A5DW-01A-11D-A27P-09	3129	UCEC
TCGA-EO-A3KX-01A-11D-A228-09	3091	UCEC
TCGA-D1-A16X-01A-11D-A12J-09	2680	UCEC
TCGA-AJ-A3BH-01A-11D-A19Y-09	2633	UCEC
TCGA-EY-A1G8-01A-11D-A13L-09	2464	UCEC
TCGA-B5-A11N-01A-11D-A122-09	1871	UCEC
TCGA-FI-A2F4-01A-11D-A17D-09	1802	UCEC
TCGA-QF-A5YS-01A-11D-A31U-09	1538	UCEC
TCGA-D1-A167-01A-11D-A12J-09	1528	UCEC
TCGA-AX-A2HJ-01A-11D-A17D-09	1520	UCEC
TCGA-BS-A0UJ-01A-12D-A10B-09	1498	UCEC
TCGA-AX-A2HA-01A-12D-A18P-09	1479	UCEC
TCGA-D1-A15X-01A-11D-A122-09	1460	UCEC
TCGA-A5-A0GP-01A-11W-A062-09	1441	UCEC
TCGA-A5-A0VP-01A-21D-A10B-09	1432	UCEC
TCGA-EY-A549-01A-11D-A27P-09	1302	UCEC
TCGA-DF-A2KV-01A-11D-A17W-09	1300	UCEC
TCGA-BS-A0TC-01A-11D-A10B-09	1283	UCEC
TCGA-SJ-A6ZI-01A-12D-A34Q-09	1275	UCEC
TCGA-AJ-A3BG-01A-11D-A19Y-09	1259	UCEC
TCGA-AX-A3FT-01A-11D-A228-09	1249	UCEC
TCGA-A5-A2K3-01A-11D-A17W-09	1202	UCEC
TCGA-EY-A1GU-01A-11D-A13L-09	1162	UCEC
TCGA-BG-A2L7-01A-11D-A18P-09	1158	UCEC
TCGA-BG-A221-01A-21D-A159-09	1118	UCEC
TCGA-AJ-A2QO-01A-11D-A18P-09	1105	UCEC
TCGA-EY-A1GD-01A-11D-A13L-09	1060	UCEC
TCGA-D1-A16Y-01A-31D-A12J-09	1048	UCEC
TCGA-AP-A054-01A-11W-A062-09	1034	UCEC
TCGA-B5-A11H-01A-11D-A122-09	998	UCEC
TCGA-EC-A24G-01A-11D-A16D-09	993	UCEC
TCGA-EO-A3AZ-01A-12D-A19Y-09	972	UCEC
TCGA-AX-A063-01A-11W-A027-09	971	UCEC
TCGA-EO-A22T-01A-21D-A18P-09	958	UCEC
TCGA-AX-A1C9-01A-11D-A135-09	943	UCEC
TCGA-B5-A5OC-01A-21D-A27P-09	940	UCEC
TCGA-B5-A11Y-01A-21D-A10M-09	925	UCEC
TCGA-QS-A5YQ-01A-11D-A31U-09	916	UCEC
TCGA-AJ-A3OJ-01A-11D-A228-09	879	UCEC
TCGA-E6-A2P9-01A-11D-A19Y-09	849	UCEC
TCGA-AJ-A23O-01A-11D-A159-09	838	UCEC
TCGA-AX-A1C4-01A-11D-A135-09	834	UCEC
TCGA-AX-A2HG-01A-11D-A17D-09	829	UCEC
TCGA-AX-A1C5-01A-11D-A135-09	825	UCEC
TCGA-EY-A1GK-01A-11D-A13L-09	818	UCEC
TCGA-D1-A2G0-01A-11D-A17D-09	798	UCEC
TCGA-D1-A174-01A-11D-A12J-09	796	UCEC
TCGA-D1-A177-01A-21D-A12J-09	783	UCEC
TCGA-AX-A3G8-01A-11D-A228-09	773	UCEC
TCGA-EY-A5W2-01A-11D-A31U-09	760	UCEC
TCGA-BG-A220-01A-11D-A159-09	753	UCEC
TCGA-B5-A0K9-01A-21D-A10O-09	743	UCEC
TCGA-AX-A3FS-01A-11D-A228-09	738	UCEC
TCGA-SL-A6JA-01A-11D-A31U-09	726	UCEC
TCGA-AX-A060-01A-11W-A027-09	720	UCEC
TCGA-AP-A1DR-01A-11D-A135-09	713	UCEC
TCGA-PG-A917-01A-31D-A37N-09	706	UCEC
TCGA-D1-A1NZ-01A-21D-A14G-09	705	UCEC
TCGA-BS-A0TJ-01A-11D-A10B-09	681	UCEC
TCGA-A5-A0GB-01A-11W-A062-09	656	UCEC
TCGA-EO-A3AU-01A-21D-A19Y-09	654	UCEC
TCGA-AJ-A8CW-01A-11D-A37N-09	651	UCEC
TCGA-AJ-A3OK-01A-12D-A228-09	646	UCEC
TCGA-AX-A3G9-01A-11D-A228-09	645	UCEC
TCGA-D1-A17H-01A-11D-A12J-09	642	UCEC
TCGA-EC-A1QX-01A-31D-A16D-09	630	UCEC
TCGA-BK-A13B-01A-51D-A228-09	624	UCEC
TCGA-AP-A0LT-01A-11W-A062-09	620	UCEC
TCGA-EO-A22S-01A-11D-A18P-09	619	UCEC
TCGA-AJ-A8CT-01A-11D-A37N-09	618	UCEC
TCGA-D1-A0ZO-01A-11D-A122-09	616	UCEC
TCGA-FI-A2D6-01A-11D-A17D-09	614	UCEC
TCGA-EY-A2OM-01A-11D-A18P-09	613	UCEC
TCGA-A5-A2K7-01A-11D-A17W-09	604	UCEC
TCGA-DF-A2KZ-01A-11D-A20S-09	588	UCEC
TCGA-BG-A0MQ-01A-11D-A10B-09	587	UCEC
TCGA-B5-A11R-01A-11D-A122-09	581	UCEC
TCGA-EY-A548-01A-11D-A27P-09	579	UCEC
TCGA-BK-A0C9-01A-11W-A027-09	569	UCEC
TCGA-AP-A1DH-01A-31D-A135-09	567	UCEC
TCGA-DI-A0WH-01A-12D-A12J-09	566	UCEC
TCGA-BG-A0M4-01A-11W-A10C-09	565	UCEC
TCGA-D1-A1NY-01A-11D-A16D-09	559	UCEC
TCGA-E6-A2P8-01A-11D-A19Y-09	553	UCEC
TCGA-B5-A0JR-01A-13W-A062-09	548	UCEC
TCGA-D1-A163-01A-11D-A12J-09	546	UCEC
TCGA-AP-A1DO-01A-11D-A135-09	543	UCEC
TCGA-AP-A1E1-01A-11D-A135-09	537	UCEC
TCGA-AP-A0LE-01A-11D-A127-09	527	UCEC
TCGA-B5-A11G-01A-13D-A122-09	524	UCEC
TCGA-B5-A1MW-01A-11D-A17D-09	514	UCEC
TCGA-AX-A2IN-01A-12D-A17W-09	502	UCEC
TCGA-AX-A05S-01A-11W-A027-09	489	UCEC
TCGA-B5-A0JZ-01A-11W-A062-09	487	UCEC
TCGA-D1-A160-01A-11D-A122-09	484	UCEC
TCGA-D1-A16F-01A-11D-A12J-09	484	UCEC
TCGA-BS-A0TA-01A-11D-A10B-09	462	UCEC
TCGA-D1-A17D-01A-12D-A12J-09	462	UCEC
TCGA-BS-A0UM-01A-11W-A10C-09	455	UCEC
TCGA-EY-A2OP-01A-11D-A19Y-09	449	UCEC
TCGA-EY-A1GQ-01A-21D-A13L-09	444	UCEC
TCGA-AP-A0LD-01A-11W-A062-09	441	UCEC
TCGA-BG-A0LX-01A-11W-A062-09	439	UCEC
TCGA-BG-A3EW-01A-11D-A228-09	438	UCEC
TCGA-AP-A1DP-01A-11D-A135-09	436	UCEC
TCGA-D1-A17M-01A-21D-A12J-09	427	UCEC
TCGA-A5-A0G9-01A-11W-A062-09	426	UCEC
TCGA-BG-A0VW-01A-11D-A122-09	425	UCEC
TCGA-D1-A101-01A-12D-A10M-09	424	UCEC
TCGA-D1-A176-01A-11D-A12J-09	422	UCEC
TCGA-B5-A11J-01A-11D-A122-09	420	UCEC
TCGA-PG-A6IB-01A-21D-A31U-09	420	UCEC
TCGA-A5-A0GH-01A-21W-A062-09	418	UCEC
TCGA-BS-A0U8-01A-11D-A10B-09	413	UCEC
TCGA-AP-A0LS-01A-11D-A14G-09	411	UCEC
TCGA-D1-A17U-01A-21D-A12J-09	409	UCEC
TCGA-AP-A0LG-01A-11W-A062-09	406	UCEC
TCGA-AX-A06H-01A-11D-A122-09	396	UCEC
TCGA-B5-A0JU-01B-11D-A14G-09	396	UCEC
TCGA-D1-A0ZS-01A-11D-A122-09	385	UCEC
TCGA-BS-A0UL-01A-11D-A10G-09	384	UCEC
TCGA-BG-A18B-01A-11D-A12J-09	364	UCEC
TCGA-B5-A11U-01A-11D-A122-09	359	UCEC
TCGA-A5-A0VQ-01A-11D-A10B-09	358	UCEC
TCGA-EY-A1GS-01A-11D-A13L-09	349	UCEC
TCGA-AP-A1DM-01A-21D-A135-09	347	UCEC
TCGA-B5-A0K6-01A-11W-A062-09	342	UCEC
TCGA-B5-A0JV-01A-11D-A10B-09	338	UCEC
TCGA-EY-A1H0-01A-11D-A13L-09	332	UCEC
TCGA-A5-A0GI-01A-11W-A062-09	331	UCEC
TCGA-AX-A2IO-01A-11D-A17W-09	330	UCEC
TCGA-EY-A1GF-01A-11D-A13L-09	325	UCEC
TCGA-BG-A0VZ-01A-11D-A10G-09	323	UCEC
TCGA-D1-A1O7-01A-11D-A14G-09	321	UCEC
TCGA-BS-A0V4-01A-11D-A14G-09	317	UCEC
TCGA-FI-A2D4-01A-12D-A17D-09	317	UCEC
TCGA-BS-A0UA-01A-11D-A122-09	310	UCEC
TCGA-A5-A0GW-01A-11W-A062-09	301	UCEC
TCGA-B5-A0K2-01A-12W-A10C-09	295	UCEC
TCGA-BS-A0VI-01A-11D-A14G-09	295	UCEC
TCGA-A5-A0GA-01A-11W-A062-09	294	UCEC
TCGA-BS-A0TE-01A-11D-A10B-09	293	UCEC
TCGA-AJ-A3OL-01A-11D-A228-09	292	UCEC
TCGA-AP-A0LP-01A-12D-A10B-09	288	UCEC
TCGA-EY-A1GO-01A-11D-A14G-09	286	UCEC
TCGA-D1-A1NS-01A-11D-A14G-09	283	UCEC
TCGA-D1-A17B-01A-22D-A12J-09	278	UCEC
TCGA-AP-A05N-01A-11W-A027-09	251	UCEC
TCGA-AX-A064-01A-11W-A027-09	250	UCEC
TCGA-EC-A1NJ-01A-31D-A14G-09	247	UCEC
TCGA-D1-A17R-01A-11D-A12J-09	243	UCEC
TCGA-QS-A5YR-01A-31D-A31U-09	243	UCEC
TCGA-D1-A17A-01A-11D-A12J-09	235	UCEC
TCGA-AP-A0LF-01A-11D-A122-09	233	UCEC
TCGA-E6-A1LZ-01A-11D-A142-09	230	UCEC
TCGA-AJ-A3QS-01A-11D-A228-09	227	UCEC
TCGA-AJ-A3IA-01A-11D-A20S-09	226	UCEC
TCGA-DI-A1NO-01A-31D-A159-09	219	UCEC
TCGA-D1-A16J-01A-11D-A12J-09	218	UCEC
TCGA-D1-A17F-01A-11D-A12J-09	216	UCEC
TCGA-AJ-A8CV-01A-11D-A37N-09	210	UCEC
TCGA-D1-A2G5-01A-11D-A17D-09	210	UCEC
TCGA-BS-A0U7-01A-21D-A10B-09	178	UCEC
TCGA-AX-A2H2-01A-11D-A17W-09	177	UCEC
TCGA-AX-A05Y-01A-11W-A027-09	176	UCEC
TCGA-AJ-A2QM-01A-11D-A18P-09	175	UCEC
TCGA-BG-A0VX-01A-11D-A122-09	174	UCEC
TCGA-AX-A2H7-01A-12D-A18P-09	164	UCEC
TCGA-AX-A2H4-01A-21D-A18P-09	162	UCEC
TCGA-EO-A3AS-01A-11D-A19Y-09	152	UCEC
TCGA-EY-A547-01A-11D-A27P-09	144	UCEC
TCGA-4E-A92E-01A-11D-A37N-09	143	UCEC
TCGA-B5-A1N2-01A-21D-A142-09	141	UCEC
TCGA-BK-A139-02A-11D-A27P-09	136	UCEC
TCGA-BK-A4ZD-01A-11D-A27P-09	136	UCEC
TCGA-BG-A0M0-01A-11W-A10C-09	135	UCEC
TCGA-PG-A914-01A-11D-A37N-09	134	UCEC
TCGA-B5-A0JN-01A-11D-A10B-09	133	UCEC
TCGA-AX-A3G3-01A-11D-A20S-09	132	UCEC
TCGA-D1-A16N-01A-11D-A12J-09	126	UCEC
TCGA-A5-A0G5-01A-11W-A062-09	120	UCEC
TCGA-A5-A2K2-01A-11D-A18P-09	120	UCEC
TCGA-BK-A139-01A-11D-A272-09	119	UCEC
