Tumor_Sample_Barcode	total	cohort
TCGA-B0-4700-01A-02D-1534-10	27	KIRC
TCGA-B0-5707-01A-11D-1534-10	27	KIRC
TCGA-CZ-5458-01A-01D-1501-10	27	KIRC
TCGA-BP-5007-01A-01D-1462-08	26	KIRC
TCGA-AK-3426-01A-02D-1386-10	25	KIRC
TCGA-AK-3456-01A-02D-1386-10	25	KIRC
TCGA-AK-3465-01A-01D-0966-08	25	KIRC
TCGA-6D-AA2E-01A-11D-A36X-10	24	KIRC
TCGA-AK-3429-01A-02D-1386-10	24	KIRC
TCGA-B0-5100-01A-01D-1421-08	24	KIRC
TCGA-B4-5834-01A-11D-1669-08	24	KIRC
TCGA-BP-5194-01A-02D-1429-08	24	KIRC
TCGA-CW-5583-01A-02D-1534-10	24	KIRC
TCGA-DV-A4W0-05A-11D-A25V-10	23	KIRC
TCGA-B8-5546-01A-01D-1534-10	22	KIRC
TCGA-BP-4987-01A-01D-1462-08	22	KIRC
TCGA-BP-5184-01A-01D-1429-08	22	KIRC
TCGA-CJ-5681-01A-11D-1534-10	21	KIRC
TCGA-CW-6097-01A-11D-1669-08	21	KIRC
TCGA-AK-3440-01A-01D-0966-08	20	KIRC
TCGA-AS-3777-01A-01D-0966-08	20	KIRC
TCGA-B0-5083-01A-02D-1421-08	20	KIRC
TCGA-CZ-5454-01A-01D-1501-10	20	KIRC
TCGA-B8-5165-01A-01D-1421-08	18	KIRC
TCGA-B8-5545-01A-01D-1669-08	18	KIRC
TCGA-B8-A54K-01A-11D-A33K-10	17	KIRC
TCGA-DV-5568-01A-01D-1534-10	17	KIRC
TCGA-AK-3453-01A-01D-0966-08	16	KIRC
TCGA-BP-4975-01A-01D-1462-08	16	KIRC
TCGA-DV-5567-01A-01D-1534-10	16	KIRC
TCGA-BP-4994-01A-01D-1462-08	15	KIRC
TCGA-B0-5117-01A-01D-1421-08	14	KIRC
TCGA-BP-4795-01A-02D-1421-08	14	KIRC
TCGA-A3-3374-01A-01D-0966-08	13	KIRC
TCGA-AK-3427-01A-01D-0966-08	13	KIRC
TCGA-BP-4760-01A-02D-1421-08	11	KIRC
TCGA-DV-A4VZ-01A-11D-A25V-10	11	KIRC
TCGA-AK-3443-01A-01D-0966-08	9	KIRC
TCGA-BP-4177-01A-02D-1421-08	9	KIRC
TCGA-DZ-6133-01A-11D-1961-08	991	KIRP
TCGA-G7-6797-01A-11D-1961-08	799	KIRP
TCGA-HE-7129-01A-11D-1961-08	406	KIRP
TCGA-HE-7130-01A-11D-1961-08	345	KIRP
TCGA-DZ-6132-01A-11D-1961-08	311	KIRP
TCGA-GL-6846-01A-11D-1961-08	284	KIRP
TCGA-A4-7583-01A-11D-2136-08	280	KIRP
TCGA-BQ-7044-01A-11D-1961-08	276	KIRP
TCGA-HE-7128-01A-11D-1961-08	275	KIRP
TCGA-BQ-7060-01A-11D-1961-08	224	KIRP
TCGA-BQ-7049-01A-11D-1961-08	221	KIRP
TCGA-BQ-7059-01A-11D-1961-08	198	KIRP
TCGA-G7-6793-01A-11D-1961-08	189	KIRP
TCGA-BQ-7048-01A-11D-1961-08	184	KIRP
TCGA-GL-A9DE-01A-11D-A36X-10	175	KIRP
TCGA-G7-6795-01A-11D-1961-08	169	KIRP
TCGA-GL-A9DD-01A-11D-A36X-10	166	KIRP
TCGA-B1-A47M-01A-11D-A25F-10	163	KIRP
TCGA-GL-A59R-01A-11D-A26P-10	157	KIRP
TCGA-IZ-8196-01A-11D-2396-08	157	KIRP
TCGA-A4-A6HP-01A-11D-A31X-10	150	KIRP
TCGA-DZ-6131-01A-11D-1961-08	148	KIRP
TCGA-BQ-7053-01A-11D-1961-08	147	KIRP
TCGA-GL-8500-01A-11D-2396-08	138	KIRP
TCGA-A4-A57E-01A-11D-A26P-10	133	KIRP
TCGA-B3-4104-01A-01D-1458-08	131	KIRP
TCGA-UZ-A9PS-01A-11D-A42J-10	131	KIRP
TCGA-BQ-7056-01A-11D-1961-08	127	KIRP
TCGA-P4-A5EB-01A-11D-A28G-10	124	KIRP
TCGA-DZ-6135-01A-11D-1961-08	123	KIRP
TCGA-B3-3925-01A-01D-1458-08	122	KIRP
TCGA-GL-A59T-01A-21D-A28G-10	122	KIRP
TCGA-2Z-A9J3-01A-12D-A382-10	120	KIRP
TCGA-B9-A44B-01A-11D-A25F-10	120	KIRP
TCGA-IA-A83S-01A-11D-A34Z-10	120	KIRP
TCGA-IZ-8195-01A-31D-2396-08	118	KIRP
TCGA-MH-A854-01A-11D-A34Z-10	118	KIRP
TCGA-Y8-A8RZ-01A-11D-A36X-10	115	KIRP
TCGA-SX-A71S-01A-11D-A33Q-10	113	KIRP
TCGA-G7-6796-01A-11D-1961-08	112	KIRP
TCGA-KV-A6GD-01A-11D-A31X-10	112	KIRP
TCGA-Y8-A8RY-01A-11D-A36X-10	110	KIRP
TCGA-A4-A5XZ-01A-11D-A31X-10	107	KIRP
TCGA-GL-7773-01A-11D-2136-08	107	KIRP
TCGA-5P-A9JY-01A-11D-A42J-10	102	KIRP
TCGA-Y8-A8S1-01A-11D-A36X-10	101	KIRP
TCGA-2Z-A9JS-01A-21D-A42J-10	100	KIRP
TCGA-SX-A71V-01A-11D-A33Q-10	100	KIRP
TCGA-UZ-A9PR-01A-11D-A42J-10	99	KIRP
TCGA-B9-A8YI-01A-21D-A36X-10	97	KIRP
TCGA-EV-5903-01A-11D-1589-08	97	KIRP
TCGA-SX-A7SN-01A-11D-A34Z-10	97	KIRP
TCGA-SX-A7SS-01A-11D-A35Z-10	97	KIRP
TCGA-B3-4103-01A-01D-1458-08	96	KIRP
TCGA-BQ-7051-01A-12D-1961-08	96	KIRP
TCGA-GL-A9DC-01A-11D-A36X-10	96	KIRP
TCGA-A4-8515-01A-11D-2396-08	95	KIRP
TCGA-B9-4115-01A-01D-1553-08	95	KIRP
TCGA-BQ-5885-01A-11D-1589-08	95	KIRP
TCGA-A4-7732-01A-11D-2136-08	94	KIRP
TCGA-HE-A5NI-01A-11D-A26P-10	94	KIRP
TCGA-2Z-A9JD-01A-11D-A42J-10	93	KIRP
TCGA-4A-A93X-01A-11D-A36X-10	93	KIRP
TCGA-B1-A656-01A-11D-A31X-10	92	KIRP
TCGA-G7-A8LB-01A-11D-A35Z-10	92	KIRP
TCGA-A4-A4ZT-01A-11D-A26P-10	91	KIRP
TCGA-MH-A561-01A-11D-A26P-10	91	KIRP
TCGA-UZ-A9PX-01A-11D-A42J-10	91	KIRP
TCGA-Y8-A896-01A-11D-A35Z-10	89	KIRP
TCGA-B9-5155-01A-01D-1589-08	88	KIRP
TCGA-BQ-7061-01A-11D-1961-08	88	KIRP
TCGA-4A-A93W-01A-11D-A36X-10	87	KIRP
TCGA-UZ-A9PO-01A-11D-A382-10	86	KIRP
TCGA-2Z-A9J5-01A-21D-A382-10	85	KIRP
TCGA-P4-A5E7-01A-31D-A28G-10	85	KIRP
TCGA-SX-A7SL-01A-11D-A34Z-10	85	KIRP
TCGA-A4-A48D-01A-11D-A25F-10	84	KIRP
TCGA-BQ-7046-01A-11D-1961-08	84	KIRP
TCGA-PJ-A8JU-01A-11D-A35Z-10	84	KIRP
TCGA-Y8-A895-01A-11D-A35Z-10	84	KIRP
TCGA-2Z-A9JE-01A-11D-A42J-10	83	KIRP
TCGA-B1-5398-01A-02D-1589-08	83	KIRP
TCGA-B9-A8YH-01A-11D-A36X-10	83	KIRP
TCGA-2Z-A9J1-01A-11D-A382-10	82	KIRP
TCGA-BQ-7045-01A-31D-1961-08	81	KIRP
TCGA-HE-A5NK-01A-11D-A26P-10	80	KIRP
TCGA-BQ-5878-01A-11D-1589-08	79	KIRP
TCGA-P4-A5E6-01A-11D-A28G-10	79	KIRP
TCGA-AL-3468-01A-01D-1252-08	78	KIRP
TCGA-SX-A71U-01A-12D-A33Q-10	78	KIRP
TCGA-SX-A7SR-01A-12D-A35Z-10	78	KIRP
TCGA-WN-AB4C-01A-11D-A42J-10	78	KIRP
TCGA-2Z-A9JK-01A-11D-A42J-10	77	KIRP
TCGA-5P-A9JW-01A-11D-A42J-10	77	KIRP
TCGA-5P-A9JU-01A-11D-A42J-10	75	KIRP
TCGA-B9-5156-01A-01D-1589-08	75	KIRP
TCGA-B9-A69E-01A-11D-A31X-10	75	KIRP
TCGA-MH-A55Z-01A-11D-A26P-10	75	KIRP
TCGA-5P-A9KA-01A-11D-A42J-10	74	KIRP
TCGA-DW-7840-01A-11D-2136-08	74	KIRP
TCGA-2Z-A9JG-01A-11D-A42J-10	73	KIRP
TCGA-2Z-A9JL-01A-11D-A42J-10	73	KIRP
TCGA-5P-A9K0-01A-11D-A42J-10	73	KIRP
TCGA-5P-A9KC-01A-11D-A42J-10	73	KIRP
TCGA-5P-A9KE-01A-11D-A42J-10	73	KIRP
TCGA-B1-A655-01A-11D-A31Z-10	73	KIRP
TCGA-DW-7838-01A-11D-2136-08	73	KIRP
TCGA-MH-A55W-01A-11D-A26P-10	73	KIRP
TCGA-UZ-A9PS-05A-11D-A42J-10	73	KIRP
TCGA-V9-A7HT-01A-11D-A33Q-10	73	KIRP
TCGA-Y8-A894-01A-11D-A35Z-10	73	KIRP
TCGA-2Z-A9JQ-01A-11D-A42J-10	72	KIRP
TCGA-A4-7585-01A-11D-2136-08	72	KIRP
TCGA-B9-4116-01A-01D-1252-08	72	KIRP
TCGA-BQ-5877-01A-11D-1589-08	72	KIRP
TCGA-DW-7837-01A-11D-2136-08	72	KIRP
TCGA-UZ-A9PP-01A-11D-A42J-10	72	KIRP
TCGA-2Z-A9J2-01A-11D-A382-10	71	KIRP
TCGA-2Z-A9JT-01A-11D-A42J-10	71	KIRP
TCGA-HE-A5NH-01A-11D-A26P-10	71	KIRP
TCGA-P4-AAVL-01A-11D-A42J-10	71	KIRP
TCGA-A4-7996-01A-11D-2201-08	70	KIRP
TCGA-A4-8098-01A-11D-2396-08	70	KIRP
TCGA-A4-8517-01A-11D-2396-08	70	KIRP
TCGA-EV-5902-01A-11D-1589-08	70	KIRP
TCGA-G7-6790-01A-11D-1961-08	70	KIRP
TCGA-SX-A7SQ-01A-12D-A35Z-10	70	KIRP
TCGA-Y8-A898-01A-11D-A34Z-10	70	KIRP
TCGA-SX-A7SM-01A-11D-A34Z-10	69	KIRP
TCGA-SX-A7SP-01A-11D-A34Z-10	69	KIRP
TCGA-DZ-6134-01A-11D-1961-08	67	KIRP
TCGA-G7-A8LE-01A-11D-A35Z-10	67	KIRP
TCGA-IA-A40Y-01A-11D-A25F-10	67	KIRP
TCGA-IZ-A6M9-01A-11D-A31X-10	67	KIRP
TCGA-5P-A9K2-01A-11D-A42J-10	66	KIRP
TCGA-AT-A5NU-01A-11D-A28G-10	66	KIRP
TCGA-B1-A657-01A-11D-A31X-10	66	KIRP
TCGA-BQ-5890-01A-11D-1589-08	66	KIRP
TCGA-IZ-A6M8-01A-11D-A31X-10	66	KIRP
TCGA-Y8-A8S0-01A-11D-A36X-10	66	KIRP
TCGA-B9-4114-01A-01D-1252-08	65	KIRP
TCGA-BQ-5876-01A-11D-1589-08	65	KIRP
TCGA-IA-A83W-01A-11D-A34Z-10	65	KIRP
TCGA-Q2-A5QZ-01A-11D-A28G-10	65	KIRP
TCGA-BQ-7058-01A-11D-1961-08	64	KIRP
TCGA-HE-A5NF-01A-11D-A26P-10	64	KIRP
TCGA-UZ-A9PK-01A-11D-A382-10	64	KIRP
TCGA-A4-A5Y1-01A-11D-A28G-10	63	KIRP
TCGA-UZ-A9Q1-01A-11D-A42J-10	63	KIRP
TCGA-A4-7288-01A-11D-2136-08	62	KIRP
TCGA-BQ-5875-01A-11D-1589-08	62	KIRP
TCGA-HE-A5NL-01A-11D-A26P-10	62	KIRP
TCGA-F9-A7VF-01A-11D-A33Q-10	61	KIRP
TCGA-PJ-A5Z8-01A-11D-A28G-10	61	KIRP
TCGA-UZ-A9PL-01A-11D-A382-10	61	KIRP
TCGA-5P-A9K3-01A-11D-A42J-10	60	KIRP
TCGA-GL-A4EM-01A-11D-A25F-10	60	KIRP
TCGA-A4-7584-01A-11D-2136-08	59	KIRP
TCGA-A4-8310-01A-11D-2396-08	59	KIRP
TCGA-BQ-5892-01A-11D-1589-08	58	KIRP
TCGA-Y8-A897-01A-11D-A35Z-10	58	KIRP
TCGA-A4-7997-01A-11D-2201-08	57	KIRP
TCGA-A4-A5Y0-01A-11D-A31X-10	57	KIRP
TCGA-MH-A856-01A-11D-A34Z-10	57	KIRP
TCGA-P4-A5EA-01A-11D-A28G-10	57	KIRP
TCGA-A4-A7UZ-01A-12D-A34Z-10	56	KIRP
TCGA-B1-A654-01A-11D-A31X-10	56	KIRP
TCGA-B3-A6W5-01A-12D-A33Q-10	56	KIRP
TCGA-F9-A97G-01A-11D-A382-10	56	KIRP
TCGA-HE-A5NJ-01A-11D-A26P-10	56	KIRP
TCGA-UZ-A9PU-01A-11D-A42J-10	56	KIRP
TCGA-WN-A9G9-01A-12D-A36X-10	56	KIRP
TCGA-2Z-A9JP-01A-11D-A42J-10	55	KIRP
TCGA-UZ-A9PN-01A-11D-A382-10	54	KIRP
TCGA-AL-7173-01A-11D-2136-08	53	KIRP
TCGA-BQ-5886-01A-11D-1589-08	53	KIRP
TCGA-2Z-A9J6-01A-11D-A382-10	52	KIRP
TCGA-BQ-5889-01A-11D-1589-08	52	KIRP
TCGA-GL-7966-01A-11D-2201-08	52	KIRP
TCGA-B9-4113-01A-01D-1252-08	51	KIRP
TCGA-G7-7502-01A-11D-2201-08	51	KIRP
TCGA-DW-7834-01A-11D-2136-08	50	KIRP
TCGA-IA-A83V-01A-11D-A34Z-10	50	KIRP
TCGA-UZ-A9Q0-01A-12D-A42J-10	50	KIRP
TCGA-2K-A9WE-01A-11D-A382-10	49	KIRP
TCGA-PJ-A5Z9-01A-11D-A28G-10	49	KIRP
TCGA-UZ-A9PM-01A-21D-A382-10	49	KIRP
TCGA-UZ-A9PV-01A-11D-A42J-10	49	KIRP
TCGA-BQ-5882-01A-11D-1589-08	48	KIRP
TCGA-MH-A562-01A-11D-A26P-10	48	KIRP
TCGA-2Z-A9JM-01A-12D-A42J-10	47	KIRP
TCGA-BQ-5880-01A-11D-1589-08	47	KIRP
TCGA-UZ-A9PJ-01A-11D-A382-10	47	KIRP
TCGA-B9-A5W9-01A-11D-A28G-10	46	KIRP
TCGA-KV-A74V-01A-11D-A33Q-10	46	KIRP
TCGA-2Z-A9JR-01A-12D-A42J-10	45	KIRP
TCGA-AL-3473-01A-01D-1252-08	45	KIRP
TCGA-IA-A40U-01A-11D-A25F-10	45	KIRP
TCGA-IA-A83T-01A-11D-A34Z-10	45	KIRP
TCGA-J7-A8I2-01A-12D-A35Z-10	45	KIRP
TCGA-MH-A560-01A-11D-A26P-10	45	KIRP
TCGA-5P-A9JV-01A-12D-A42J-10	44	KIRP
TCGA-A4-8630-01A-11D-2396-08	44	KIRP
TCGA-AL-3472-01A-01D-1252-08	44	KIRP
TCGA-DW-7841-01A-11D-2136-08	44	KIRP
TCGA-G7-A8LD-01A-11D-A35Z-10	44	KIRP
TCGA-SX-A7SO-01A-11D-A34Z-10	44	KIRP
TCGA-BQ-7062-01A-11D-1961-08	43	KIRP
TCGA-B9-7268-01A-11D-2136-08	42	KIRP
TCGA-DW-7839-01A-11D-2136-08	42	KIRP
TCGA-SX-A7SU-01A-11D-A35Z-10	42	KIRP
TCGA-5P-A9JZ-01A-11D-A42J-10	41	KIRP
TCGA-5P-A9K6-01A-11D-A42J-10	41	KIRP
TCGA-B9-4617-01A-01D-1252-08	41	KIRP
TCGA-G7-6792-01A-21D-1961-08	41	KIRP
TCGA-A4-7734-01A-11D-2136-08	40	KIRP
TCGA-B1-7332-01A-11D-2136-08	40	KIRP
TCGA-P4-A5E8-01A-11D-A28G-10	40	KIRP
TCGA-SX-A71R-01A-12D-A33Q-10	40	KIRP
TCGA-UZ-A9PZ-01A-11D-A42J-10	40	KIRP
TCGA-A4-7287-01A-11D-2136-08	39	KIRP
TCGA-DW-7836-01A-11D-2136-08	39	KIRP
TCGA-P4-AAVM-01A-11D-A42J-10	39	KIRP
TCGA-A4-8311-01A-11D-2396-08	38	KIRP
TCGA-A4-A772-01A-11D-A33Q-10	38	KIRP
TCGA-BQ-5884-01A-11D-1589-08	38	KIRP
TCGA-B9-4117-01A-01D-1252-08	37	KIRP
TCGA-KV-A6GE-01A-11D-A31X-10	36	KIRP
TCGA-B9-A5W8-01A-11D-A28G-10	35	KIRP
TCGA-BQ-5893-01A-11D-1589-08	35	KIRP
TCGA-DW-5561-01A-01D-1589-08	35	KIRP
TCGA-EV-5901-01A-11D-1589-08	35	KIRP
TCGA-F9-A8NY-01A-11D-A35Z-10	35	KIRP
TCGA-J7-8537-01A-11D-2396-08	35	KIRP
TCGA-2Z-A9J7-01A-11D-A382-10	34	KIRP
TCGA-A4-7286-01A-11D-2136-08	34	KIRP
TCGA-BQ-5881-01A-11D-1589-08	34	KIRP
TCGA-G7-6789-01A-11D-1961-08	34	KIRP
TCGA-F9-A4JJ-01A-11D-A25F-10	33	KIRP
TCGA-G7-7501-01A-11D-2201-08	33	KIRP
TCGA-SX-A71W-01A-12D-A34Z-10	33	KIRP
TCGA-B3-8121-01A-21D-2396-08	32	KIRP
TCGA-AL-3466-01A-01D-1252-08	31	KIRP
TCGA-J7-6720-01A-11D-2136-08	31	KIRP
TCGA-2Z-A9JO-01A-11D-A42J-10	30	KIRP
TCGA-A4-7828-01A-11D-2136-08	29	KIRP
TCGA-A4-A5DU-01A-11D-A28G-10	29	KIRP
TCGA-B1-A47N-01A-11D-A25F-10	29	KIRP
TCGA-G7-A4TM-01A-11D-A31X-10	29	KIRP
TCGA-MH-A855-01A-11D-A34Z-10	28	KIRP
TCGA-4A-A93Y-01A-11D-A36X-10	27	KIRP
TCGA-A4-7915-01A-11D-2201-08	27	KIRP
TCGA-2Z-A9J8-01A-11D-A42J-10	26	KIRP
TCGA-AL-A5DJ-01A-11D-A26P-10	26	KIRP
TCGA-BQ-5894-01A-11D-1589-08	26	KIRP
TCGA-B1-A47O-01A-11D-A25F-10	25	KIRP
TCGA-UN-AAZ9-01A-11D-A382-10	24	KIRP
TCGA-BQ-7050-01A-11D-1961-08	23	KIRP
TCGA-IA-A40X-01A-11D-A25F-10	23	KIRP
TCGA-DW-7842-01A-11D-2136-08	22	KIRP
TCGA-5P-A9KH-01A-11D-A42J-10	21	KIRP
TCGA-BQ-5879-01A-11D-1589-08	21	KIRP
TCGA-MH-A857-01A-11D-A34Z-10	21	KIRP
TCGA-DW-5560-01A-01D-1589-08	20	KIRP
TCGA-BQ-5883-01A-11D-1589-08	19	KIRP
TCGA-2Z-A9JJ-01A-11D-A42J-10	18	KIRP
TCGA-5P-A9K8-01A-11D-A42J-10	17	KIRP
TCGA-BQ-5891-01A-11D-1589-08	17	KIRP
TCGA-DW-7963-01B-11D-A28G-10	17	KIRP
TCGA-BQ-5888-01A-11D-1589-08	16	KIRP
TCGA-O9-A75Z-01A-11D-A33Q-10	16	KIRP
TCGA-2Z-A9JN-01A-21D-A42J-10	15	KIRP
TCGA-AL-3467-01A-01D-1252-08	15	KIRP
TCGA-BQ-5887-01A-11D-1961-08	14	KIRP
TCGA-B9-A5W7-01A-11D-A31X-10	13	KIRP
TCGA-F9-A7Q0-01A-11D-A35Z-10	13	KIRP
TCGA-A4-8312-01A-11D-2396-08	12	KIRP
TCGA-B3-3926-01A-01D-1252-08	11	KIRP
TCGA-BQ-7055-01A-11D-1961-08	10	KIRP
TCGA-G7-A8LC-01A-11D-A35Z-10	10	KIRP
TCGA-P4-A5ED-01A-11D-A28G-10	9	KIRP
TCGA-2Z-A9JI-01A-11D-A42J-10	8	KIRP
TCGA-09-2044-01B-01D-0704-01	1832	OV
TCGA-13-0889-01A-01W-0420-08	1062	OV
TCGA-59-2349-01A-01W-0799-08	788	OV
TCGA-23-1121-01A-01W-0486-08	333	OV
TCGA-13-0807-01B-02W-0420-08	279	OV
TCGA-13-0920-01A-01W-0420-08	266	OV
TCGA-25-1326-01A-01W-0492-08	247	OV
TCGA-13-0903-01A-01W-0420-08	230	OV
TCGA-09-2051-01A-01W-0799-08	224	OV
TCGA-13-1481-01A-01W-0549-09	221	OV
TCGA-61-2113-01A-01W-0722-08	221	OV
TCGA-24-1469-01A-01W-0553-09	220	OV
TCGA-61-1998-01A-01W-0722-08	203	OV
TCGA-20-0991-01A-03D-0428-01	201	OV
TCGA-23-1022-01A-02W-0486-08	197	OV
TCGA-13-1477-01A-01D-0472-01	194	OV
TCGA-29-1691-01A-01W-0633-09	191	OV
TCGA-61-2095-01A-01W-0722-08	187	OV
TCGA-24-2280-01A-01W-0799-08	183	OV
TCGA-24-2288-01A-01W-0799-08	180	OV
TCGA-29-1761-01A-01W-0633-09	180	OV
TCGA-23-2078-01A-01W-0722-08	179	OV
TCGA-23-1116-01A-01W-0486-08	177	OV
TCGA-25-2398-01A-01D-0704-01	177	OV
TCGA-13-0885-01A-02W-0420-08	175	OV
TCGA-61-1740-01A-01W-0639-09	175	OV
TCGA-13-2057-01A-02D-1526-09	172	OV
TCGA-13-0760-01A-01W-0371-08	167	OV
TCGA-24-1845-01A-01W-0639-09	167	OV
TCGA-04-1342-01A-01W-0486-08	166	OV
TCGA-25-1313-01A-01W-0492-08	166	OV
TCGA-24-2289-01A-01W-0799-08	164	OV
TCGA-13-0888-01A-01W-0420-08	163	OV
TCGA-23-1032-01A-02W-0486-08	163	OV
TCGA-24-1422-01A-01W-0545-08	158	OV
TCGA-13-1488-01A-01W-0549-09	146	OV
TCGA-24-1844-01A-01W-0639-09	146	OV
TCGA-10-0930-01A-02W-0420-08	145	OV
TCGA-23-1122-01A-01W-0486-08	144	OV
TCGA-23-1117-01A-02W-0486-08	143	OV
TCGA-23-1124-01A-01W-0486-08	143	OV
TCGA-30-1718-01A-01W-0633-09	142	OV
TCGA-61-2012-01A-01W-0722-08	142	OV
TCGA-29-1763-01A-02W-0633-09	140	OV
TCGA-13-0887-01A-01W-0420-08	139	OV
TCGA-24-1426-01A-01W-0549-09	139	OV
TCGA-57-1992-01A-01W-0699-08	139	OV
TCGA-13-1497-01A-01W-0549-09	137	OV
TCGA-42-2587-01A-01D-1526-09	136	OV
TCGA-09-2049-01D-01W-0799-08	135	OV
TCGA-36-2547-01A-01D-1526-09	134	OV
TCGA-04-1331-01A-01W-0486-08	131	OV
TCGA-23-2084-01A-02W-0722-08	131	OV
TCGA-59-A5PD-01A-11D-A403-09	127	OV
TCGA-24-2035-01A-01W-0722-08	126	OV
TCGA-29-1770-01A-01W-0633-09	126	OV
TCGA-61-1727-01A-01W-0639-09	126	OV
TCGA-61-1904-01A-01W-0639-09	126	OV
TCGA-36-2534-01A-01D-1526-09	125	OV
TCGA-29-1784-01A-02W-0633-09	124	OV
TCGA-23-1114-01B-01W-0633-09	123	OV
TCGA-24-2298-01A-01W-0799-08	123	OV
TCGA-24-2267-01A-01W-0799-08	122	OV
TCGA-29-1777-01A-01W-0639-09	122	OV
TCGA-61-1737-01A-01W-0639-09	122	OV
TCGA-13-1498-01A-01W-0549-09	121	OV
TCGA-04-1360-01A-01W-0492-08	118	OV
TCGA-25-2397-01A-01D-0704-01	118	OV
TCGA-24-2293-01A-01W-0799-08	116	OV
TCGA-13-0800-01A-01W-0371-08	114	OV
TCGA-23-2649-01A-01D-1526-09	114	OV
TCGA-04-1367-01A-01W-0492-08	113	OV
TCGA-24-1849-01A-01W-0639-09	113	OV
TCGA-42-2582-01A-01D-1526-09	113	OV
TCGA-61-1914-01A-01W-0639-09	113	OV
TCGA-61-2096-01A-01W-0722-08	113	OV
TCGA-04-1361-01A-01W-0492-08	112	OV
TCGA-23-2645-01A-01W-1091-09	112	OV
TCGA-29-1775-01A-01W-0639-09	112	OV
TCGA-59-2351-01A-01W-0799-08	111	OV
TCGA-23-1110-01A-01D-0428-01	110	OV
TCGA-25-2042-01A-01W-0799-08	110	OV
TCGA-25-2392-01A-01W-0799-08	110	OV
TCGA-09-1674-01A-01W-0633-09	108	OV
TCGA-25-1320-01A-01W-0492-08	108	OV
TCGA-13-0884-01B-01W-0494-09	105	OV
TCGA-13-0894-01B-01W-0492-08	105	OV
TCGA-23-2077-01A-01W-0722-08	105	OV
TCGA-3P-A9WA-01A-11D-A403-09	105	OV
TCGA-61-2111-01A-01W-0722-08	105	OV
TCGA-13-2061-01A-01D-1526-09	104	OV
TCGA-24-1927-01A-01W-0699-08	104	OV
TCGA-29-2434-01A-01D-1526-09	104	OV
TCGA-61-2018-01A-01W-0722-08	104	OV
TCGA-13-0755-01A-01W-0371-08	103	OV
TCGA-24-2033-01A-01W-0722-08	103	OV
TCGA-24-1846-01A-01W-0639-09	102	OV
TCGA-61-1907-01A-01W-0639-09	102	OV
TCGA-09-2043-01A-01W-0799-08	101	OV
TCGA-24-1431-01A-01D-0472-01	101	OV
TCGA-09-0369-01A-01W-0371-08	99	OV
TCGA-30-1855-01A-01W-0639-09	99	OV
TCGA-30-1857-01A-02W-0639-09	99	OV
TCGA-09-2050-01A-01W-0799-08	98	OV
TCGA-09-2055-01B-01W-0799-08	97	OV
TCGA-24-2024-01A-02W-0722-08	97	OV
TCGA-24-1435-01A-01W-0549-09	96	OV
TCGA-29-1693-01A-01W-0633-09	96	OV
TCGA-36-2533-01A-01D-1526-09	96	OV
TCGA-61-2003-01A-01W-0722-08	96	OV
TCGA-61-1722-01A-01D-1556-09	94	OV
TCGA-24-2262-01A-01W-0799-08	93	OV
TCGA-29-1781-01A-01W-0633-09	93	OV
TCGA-24-2295-01A-01W-0799-08	92	OV
TCGA-42-2589-01A-01D-1526-09	92	OV
TCGA-59-2348-01A-01W-0799-08	92	OV
TCGA-23-1118-01A-01W-0486-08	91	OV
TCGA-24-1847-01A-01W-0633-09	91	OV
TCGA-25-2400-01A-01W-0799-08	91	OV
TCGA-20-1686-01A-01W-0633-09	90	OV
TCGA-29-1764-01A-01W-0633-09	90	OV
TCGA-04-1343-01A-01W-0486-08	89	OV
TCGA-13-0791-01A-01W-0371-08	89	OV
TCGA-13-1509-01A-01W-0549-09	89	OV
TCGA-04-1356-01A-01W-0492-08	88	OV
TCGA-09-2056-01B-01W-0722-08	88	OV
TCGA-24-1104-01A-01W-0488-09	88	OV
TCGA-61-2110-01A-01W-0722-08	88	OV
TCGA-61-2610-02A-01W-1092-09	87	OV
TCGA-24-1436-01A-01W-0549-09	86	OV
TCGA-24-1850-01A-01W-0639-09	86	OV
TCGA-04-1649-01A-01W-0639-09	85	OV
TCGA-13-0757-01A-01D-0356-01	85	OV
TCGA-20-1682-01A-01W-0633-09	85	OV
TCGA-61-2009-01A-01W-0722-08	85	OV
TCGA-57-1993-01A-01W-0699-08	84	OV
TCGA-04-1369-01A-02D-1526-09	83	OV
TCGA-13-1507-01A-01W-0549-09	83	OV
TCGA-13-2059-01A-01D-1526-09	83	OV
TCGA-20-1683-01A-01W-0633-09	83	OV
TCGA-24-1423-01A-01W-0545-08	83	OV
TCGA-61-1910-01A-01W-0639-09	83	OV
TCGA-04-1357-01A-01W-0492-08	82	OV
TCGA-23-1021-01B-01W-0486-08	82	OV
TCGA-24-2281-01A-01W-0799-08	82	OV
TCGA-29-1698-01A-01W-0633-09	82	OV
TCGA-13-1500-01A-01D-0472-01	80	OV
TCGA-59-2352-01A-01W-0799-08	80	OV
TCGA-13-1501-01A-01W-0545-08	79	OV
TCGA-23-1123-01A-01W-0486-08	79	OV
TCGA-23-2641-01A-01D-1526-09	79	OV
TCGA-24-1428-01A-01W-0549-09	79	OV
TCGA-25-1323-01A-01W-0494-09	79	OV
TCGA-61-2109-01A-01W-0722-08	79	OV
TCGA-13-0795-01A-01W-0371-08	78	OV
TCGA-13-0893-01B-01W-0494-09	78	OV
